time
11456
11534
11634
11659
11625
11611
11171
11493
11022
12451
11907
11098
11868
11767
11124
11363
11441
11321
11571
11904
11362
11571
11135
11214
11559
11525
10991
11359
11257
11802
11093
11751
11476
11066
11493
12212
11271
11852
11715
11706
11071
11894
11748
11744
11460
11600
10945
11097
11386
11747
11472
11156
11437
11389
11528
11684
11770
11313
11543
11343
11316
11555
11241
12076
11896
11292
11862
11498
11484
10747
11166
12102
11752
11790
11475
11876
11581
11646
11914
11794
11523
11750
11708
11587
11390
11577
11038
11555
11516
11432
11917
10881
11664
12112
11208
11290
11723
11568
11287
11176
11233
11075
11094
11364
12094
11455
11845
11852
11225
11391
10909
11300
12497
11382
11634
11409
11828
11477
11892
11363
11636
11657
12251
11508
11666
11675
11332
10770
11142
11784
11307
11950
11903
11518
11338
11897
11582
11056
11862
11749
12018
11170
11576
11784
11634
11701
10787
11888
11180
11060
11916
11607
11371
11349
11476
11418
11750
11131
11557
11533
10663
11727
10979
11434
11225
12143
11467
11811
11229
11646
11329
11496
11758
11676
11327
12065
11795
11578
10684
11565
11435
11839
11911
11481
11641
11491
11355
11310
11663
11295
11764
12088
11435
11337
10750
11364
11776
12036
11811
11723
11917
11783
11377
11805
11532
11637
11662
11214
11567
11097
11464
11397
11068
11054
11806
11259
11738
11521
11415
11218
11700
11143
11902
11695
11729
11168
10924
11634
11615
11343
11873
11799
11695
11726
11597
11571
11718
11845
11224
12084
11856
11757
11775
11339
11821
11105
12362
11805
10911
11111
11549
11144
11827
11566
11279
10922
11392
11630
11942
11416
12605
11337
12746
13053
11055
11781
11505
14236
18602
12695
12622
12456
11992
12409
11954
12991
12180
12365
13617
12651
13014
12766
12879
13329
13226
12500
13052
12771
12593
13574
12868
12743
12005
12877
12698
12693
13102
13891
14998
12725
12761
12343
13717
13120
13405
13644
13018
12474
12971
12584
12218
12479
11321
12033
12736
12135
12839
12730
13232
12571
12156
14168
14050
12161
12479
13491
12949
13818
12858
16216
12435
12734
12529
12451
13150
13092
12213
14021
12894
12560
12438
13117
12951
11907
12081
12640
12281
12270
13439
12751
12998
12460
14070
13133
13497
14524
12842
12532
14412
12837
13164
15817
12959
12631
16098
13310
13000
14582
12774
13129
12971
13163
23354
12591
13299
12626
12989
15182
13309
12306
12608
12591
14428
11827
12204
12046
15345
12223
12923
13329
12283
12463
12680
12820
14102
17047
12613
12255
13968
12183
13505
12438
13385
12515
13535
12564
12241
13656
12965
12530
12744
12673
12888
13848
12444
12537
12366
11903
12424
12900
13000
11434
12388
12749
12367
12939
14533
12594
14373
12587
12977
12054
12891
13149
12625
12844
12600
12736
12476
14813
12019
12261
11429
11434
11872
11367
11634
10981
12029
11209
11267
11856
11304
10987
11146
10947
11198
11563
12085
11441
11255
11241
11493
11277
11951
11601
11105
11213
11520
12023
11123
11181
11648
10820
11886
11342
11387
11739
11058
11099
11540
12309
11506
11630
11451
11790
11363
11065
11091
11113
10973
11515
11547
11601
11475
11851
11311
11397
11135
11633
11527
11382
11508
11260
11511
12251
11386
11713
11905
11624
11479
11280
11315
11134
11344
11338
11248
11674
11903
11458
11670
11269
11751
11317
11295
11674
11303
11367
11478
11665
11761
11638
11230
11134
11133
11732
11200
11491
11105
11028
11521
11364
11340
12169
11600
11620
11385
11302
11727
11202
11079
11617
11413
11560
11742
11032
11182
11449
11429
11086
11494
11917
11974
11768
11207
11455
11144
11331
11321
11814
11252
11672
11641
11392
11405
11627
11448
11915
11829
11502
11553
11145
11620
12009
11841
11258
11754
11258
11586
11873
11219
11539
11254
11861
11524
11254
11609
11521
11185
11077
11977
11488
11208
11542
11001
11193
11458
11373
11740
11497
11436
12018
11276
11532
11224
11464
11681
11244
11470
11624
11213
11862
11495
11434
11048
11204
11126
11399
11190
11322
12088
11974
11741
11680
11568
11501
10766
10706
11351
11315
10678
11491
10894
11003
11929
11019
11421
11271
11726
11414
11840
11115
11294
11767
11298
10953
11127
11738
11855
11253
11577
11188
11007
11729
11559
11060
11148
10864
11637
11121
12057
11554
11254
11228
10916
11479
11649
11256
11544
11671
11386
11149
11445
11281
11468
11061
11451
11177
11933
11161
11607
10793
13178
11609
11777
11319
11440
11350
11710
11542
11298
11249
11110
11552
11687
11540
10525
11638
11942
11517
11384
12087
11266
11746
11456
12024
11918
11106
11281
11563
11540
10957
11695
11873
12000
11699
11754
11543
10729
11672
11475
11381
10883
11114
11180
11086
11230
11248
11627
11154
11348
11271
11578
11247
11575
12187
11193
11626
11123
12940
11459
11408
11967
11499
11747
11171
11864
11323
11517
11490
12146
11988
11529
11216
11776
11540
11760
11948
12007
11342
11239
11288
11611
11696
11332
11727
11233
11398
11511
11740
11334
11254
10880
11061
11343
11235
11258
11740
11414
11286
11208
11417
11376
11268
11549
12358
11583
11365
11437
11003
11358
11752
11563
11772
11499
11171
11768
11712
11772
11562
11300
11519
11244
11475
11281
11089
10937
11213
12025
11846
11855
11037
11670
11139
11287
11237
11138
11613
11793
12228
11353
11192
11574
11866
11589
11046
11348
11506
11387
11609
11382
11405
12113
11496
11981
11376
11739
11545
11562
11489
11206
11033
11065
12391
11470
11685
12089
12236
11580
11290
11871
11875
11748
12308
11568
11007
11730
11270
11356
12132
11620
11629
11418
12190
11296
11554
13550
13569
13703
12976
14352
14455
13691
13142
12255
12998
12985
13616
12870
11953
13129
12227
14423
13299
15017
14741
14598
13318
12667
14163
12856
13716
13083
13071
12145
15318
13599
15367
13125
13681
14915
13239
13171
15554
12928
13315
12476
13677
13619
13326
12962
14548
12749
14625
13338
12904
15350
14639
13146
14445
14815
15311
13243
13469
13648
13386
12595
12800
14253
12353
13314
13596
12374
12987
12048
13345
13306
12612
13352
12690
12752
14651
13351
14770
14350
13505
14902
12657
13081
12868
14419
12959
13374
13752
13524
12856
13369
14003
12959
12665
12649
12551
14277
11789
14124
14191
13856
14913
12577
13201
12770
12381
12623
12971
13277
14456
13053
12413
13400
13881
12828
16376
13513
12731
13630
13401
12747
12526
13262
12273
12548
12640
12913
12331
13635
13654
13708
14319
12799
13736
13333
13440
13258
12614
12594
12678
12722
13272
12406
14095
14555
13689
14284
13328
13038
13784
13197
13464
15583
13552
13055
13089
14775
13610
13094
14172
14247
13464
13764
13032
13238
13976
12442
11991
12527
12724
12921
13326
12594
13757
12345
12981
12979
15567
13588
14151
13531
13958
12616
13412
13979
11987
14010
12854
11865
14540
13514
12383
13147
14592
14061
12895
14056
12446
12943
13121
13287
12711
13248
12011
13083
14340
12470
14574
13559
13141
14335
13176
13285
13263
12929
13244
13906
13591
12682
13066
13628
13272
12988
13251
13372
15312
12394
12818
13090
12569
12958
12279
13493
12855
13815
12963
14059
13763
